timestamp,player_num,timer,has_round_started,is_round_over,fight_result,p1_character_id,p1_health,p1_x,p1_y,p1_jumping,p1_crouching,p1_is_player_in_move,p1_move_id,p2_character_id,p2_health,p2_x,p2_y,p2_jumping,p2_crouching,p2_is_player_in_move,p2_move_id,distance_between_players,a,b,x,y,l,r,start,select,up,down,left,right
2025-05-09 21:51:19.400490,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,False,False,False
2025-05-09 21:51:19.421923,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,False,False,True
2025-05-09 21:51:19.440077,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,True,False,True
2025-05-09 21:51:19.460362,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,False,False,False
2025-05-09 21:51:19.477395,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,True,False,False
2025-05-09 21:51:19.495431,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,True,True,False
2025-05-09 21:51:19.513292,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,False,False,False
2025-05-09 21:51:19.530920,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,True,False,False,False,False,False,False,True,False
2025-05-09 21:51:19.549520,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,False,False,False
2025-05-09 21:51:19.566900,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,False,False,False
2025-05-09 21:51:19.584397,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,False,True,False
2025-05-09 21:51:19.600377,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,True,True,False
2025-05-09 21:51:19.619113,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,False,False,False
2025-05-09 21:51:19.636790,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,True,False,False
2025-05-09 21:51:19.654160,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,True,False,True
2025-05-09 21:51:19.671041,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,False,False,False
2025-05-09 21:51:19.688241,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,True,False,False,False,False,False,False,False,True
2025-05-09 21:51:19.706312,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,False,False,False
2025-05-09 21:51:19.724805,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,False,False,False
2025-05-09 21:51:19.741878,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,False,False,True
2025-05-09 21:51:19.760899,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,True,False,True
2025-05-09 21:51:19.780379,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,False,False,False
2025-05-09 21:51:19.796862,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,True,False,False
2025-05-09 21:51:19.815017,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,True,True,False
2025-05-09 21:51:19.835043,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,False,False,False
2025-05-09 21:51:19.852092,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,True,False,False,False,False,False,False,True,False
2025-05-09 21:51:19.869047,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,False,False,False
2025-05-09 21:51:19.886891,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,False,False,False
2025-05-09 21:51:19.906226,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,False,False,True
2025-05-09 21:51:19.922481,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,True,False,True
2025-05-09 21:51:19.958848,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,False,False,False
2025-05-09 21:51:19.991298,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,True,False,False
2025-05-09 21:51:20.017261,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,True,True,False
2025-05-09 21:51:20.035733,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,False,False,False
2025-05-09 21:51:20.055726,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,True,False,False,False,False,False,False,True,False
2025-05-09 21:51:20.072862,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,False,False,False
2025-05-09 21:51:20.087888,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,False,False,False
2025-05-09 21:51:20.103835,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,False,True,False
2025-05-09 21:51:20.120523,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,True,True,False
2025-05-09 21:51:20.137004,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,False,False,False
2025-05-09 21:51:20.154005,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,True,False,False
2025-05-09 21:51:20.173012,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,True,False,True
2025-05-09 21:51:20.190008,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,False,False,False
2025-05-09 21:51:20.208006,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,True,False,False,False,False,False,False,False,True
2025-05-09 21:51:20.227008,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,False,False,False
2025-05-09 21:51:20.243021,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,False,False,False
2025-05-09 21:51:20.261609,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,True,False,False,False,False,False,False,True,False,False,True
2025-05-09 21:51:20.278598,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,False,False,False
2025-05-09 21:51:20.293595,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,False,False,False
2025-05-09 21:51:20.310074,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,True,False,False,False,False,False,False,True,False,False,True
2025-05-09 21:51:20.325389,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,False,False,False
2025-05-09 21:51:20.340785,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,False,False,False
2025-05-09 21:51:20.357512,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,False,False,True
2025-05-09 21:51:20.374955,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,True,False,True
2025-05-09 21:51:20.395911,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,False,False,False
